,id,description,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,calculated_host_listings_count,availability_365,interval,host_id_count,properties_owned
22141,17824351,"Heart of East Village, Middle of Everything",30381715,Sean,Manhattan,East Village,40.72552,-73.98657,Private room,79,4,1,2017-05-13,1,0,962.0,1,single
24880,19949310,Brooklyn Basement,112186372,Kinser,Brooklyn,Bedford-Stuyvesant,40.68322,-73.91702,Shared room,200,1,1,2017-09-02,1,179,850.0,1,single
41991,32634964,Sonder | Stock Exchange | Dashing 2BR + Kitchen,219517861,Sonder (NYC),Manhattan,Financial District,40.70652,-74.01048,Entire home/apt,396,2,6,2019-05-28,327,323,217.0,23,few
4253,2801300,cozy room /female guests,14103991,Ruth,Queens,Flushing,40.75611,-73.81957,Private room,75,1,48,2019-06-23,4,355,191.0,1,single
9764,7501794,Nice & Sweat Apartment in Manhhatan,10131727,Alex,Manhattan,Harlem,40.8051,-73.95069,Entire home/apt,109,2,1,2015-09-03,1,0,1580.0,1,single
19188,15266302,Borough Park/Kensington 3 room Apartment,38965064,Chaim,Brooklyn,Borough Park,40.63561,-73.97961,Entire home/apt,83,7,1,2017-04-18,1,0,987.0,1,single
10383,7952963,Gorgeous Pre War Sanctuary - 1 block from Union Sq,3333577,Julia,Manhattan,Gramercy,40.73523,-73.98668,Private room,160,2,53,2019-07-01,2,344,183.0,2,few
16623,13300645,"NYCT02-2 LES Newly renovated Rm, NYU, Soho, AC",39890192,Laura,Manhattan,Little Italy,40.71783,-73.99817,Private room,83,15,26,2019-06-02,12,125,212.0,3,few
4003,2513351,Bright and Open Astoria Apartment!,12864943,Tegan,Queens,Astoria,40.76441,-73.92878,Private room,70,3,1,2015-04-06,2,0,1730.0,1,single
16728,13376767,Sun-drenched corner apartment in East-Williamsburg,279989,Moenen,Brooklyn,Williamsburg,40.70489,-73.94112,Entire home/apt,110,6,18,2019-06-15,1,0,199.0,1,single
5040,3624387,"Beautiful Apt x Rent in Astoria, NY",4666670,Jeanny,Queens,Long Island City,40.76481,-73.93163,Entire home/apt,120,6,25,2019-05-21,4,346,224.0,1,single
26498,21094022,"Bright, spacious room in Williamsburg",32110549,Tori,Brooklyn,Williamsburg,40.71111,-73.94792,Private room,100,2,2,2017-10-17,1,0,805.0,1,single
23624,19114014,"Large, Private Carriage House in West Village",683230,Thomas,Manhattan,West Village,40.73444,-73.99967,Private room,950,3,36,2019-07-01,3,237,183.0,1,single
12391,9550807,Large Studio-Style Bedroom,21787440,Yi-Chen,Manhattan,Washington Heights,40.84005,-73.93735,Private room,65,1,1,2016-01-01,2,0,1460.0,1,single
35086,27823763,2 Bedroom with backyard and best location,10017420,Liat,Brooklyn,Cobble Hill,40.68574,-73.99958,Entire home/apt,250,3,31,2019-06-22,1,101,192.0,1,single
20799,16476956,Newly renovated & Fully Furnished Super clean,51065605,Charles,Bronx,Port Morris,40.80743,-73.92971,Entire home/apt,115,5,7,2019-07-01,1,7,183.0,1,single
7365,5434197,Convenient Room Near Subway ABCD&1!,4534649,L & A,Manhattan,Harlem,40.81663,-73.95315,Private room,55,2,71,2016-12-15,3,0,1111.0,1,single
6200,4537500,Location Nancy,3250450,Petya,Queens,Astoria,40.76496,-73.9282,Private room,39,31,2,2017-09-29,18,310,823.0,2,few
19120,15204218,CLEAN Room w/PRVT BATH_NearSubway_3 StopsToManhatn,24201188,Monika,Queens,Astoria,40.7591,-73.91525,Private room,75,4,87,2019-06-27,2,57,187.0,1,single
42493,32983723,Cozy & Calm,592967,Portia,Brooklyn,Bedford-Stuyvesant,40.67883,-73.94438,Shared room,35,7,1,2019-04-19,1,344,256.0,1,single
35809,28426648,Minimalist Loft  Luxury in Soho,214416012,James,Manhattan,SoHo,40.72345,-73.99943,Entire home/apt,800,2,36,2019-07-01,1,90,183.0,1,single
23397,18935508,Entire space !!! Yours alone! New building,43252773,Karim,Manhattan,Harlem,40.81119,-73.94751,Entire home/apt,199,2,5,2019-06-02,2,61,212.0,1,single
19396,15480133,BEST location & big cool apartment in Williamsburg,20534715,Ben,Brooklyn,Williamsburg,40.71434,-73.96085,Entire home/apt,250,3,16,2019-05-05,1,3,240.0,1,single
28655,22177388,Historic Crown Heights Cute Sunny Bedroom,1834034,Brittney,Brooklyn,Crown Heights,40.67206,-73.93446,Private room,25,4,7,2018-06-04,1,174,575.0,1,single
1384,612936,1 FLOOR OF A BROWNSTONE WITH GARDEN,3039868,Lori & John,Manhattan,Upper West Side,40.79196,-73.97065,Private room,125,3,93,2019-06-18,1,58,196.0,1,single
32755,25807047,"Upper EastSide Apartment, Quick Access to Downtown",31237776,Tunde,Manhattan,East Harlem,40.79059,-73.94332,Private room,50,14,1,2018-06-11,1,0,568.0,1,single
18732,14827512,comfy bed in SOHO,9390190,Amy,Manhattan,SoHo,40.72364,-73.99923,Shared room,100,1,51,2019-07-01,4,82,183.0,1,single
3485,2086647,LES Sun Drenched w/ Balcony,10653693,Christina,Manhattan,Chinatown,40.71651,-73.99053,Entire home/apt,169,3,2,2015-05-19,1,0,1687.0,1,single
35000,27746387,Gorgeous bright spacious loft apt in Brooklyn,27780735,Susan,Brooklyn,Bushwick,40.69815,-73.92841,Entire home/apt,110,1,2,2018-12-23,1,0,373.0,1,single
22986,18614596,Downtown Triplex- Spacey East Village Entire Apt,7318926,Jonathan,Manhattan,East Village,40.72208,-73.98071,Entire home/apt,210,3,5,2018-06-14,1,0,565.0,1,single
11189,8665047,Zen Apartment With Backyard,17074459,Mattan,Manhattan,East Village,40.7316,-73.98543,Entire home/apt,297,1,9,2017-06-19,3,0,925.0,1,single
10893,8403327,Sunny Apt in Williamsburg Brooklyn,15928518,Karen,Brooklyn,Williamsburg,40.7127,-73.94048,Entire home/apt,110,3,10,2019-01-01,1,0,364.0,1,single
2890,1654561,Cozy room in bed-stuy,8773518,Robb,Brooklyn,Bedford-Stuyvesant,40.68553,-73.94466,Private room,212,3,1,2019-04-09,3,109,266.0,1,single
42966,33365859,Less is More - in West Chelsea,1842737,L,Manhattan,Chelsea,40.74477,-74.00622,Entire home/apt,185,2,5,2019-06-20,1,137,194.0,1,single
6800,4865387,"Spacious, Cozy 1 Bedroom",7017213,Lenore,Brooklyn,Flatbush,40.64919,-73.96129,Entire home/apt,72,1,3,2016-06-05,1,0,1304.0,1,single
19463,15529123,"Park slope,  floor through garden apartment",8940513,Martha,Brooklyn,Park Slope,40.67148,-73.97479,Entire home/apt,198,7,43,2019-06-12,1,241,202.0,1,single
21023,16662770,Lovely Bedroom in Beautiful Brooklyn Apartment!,42682752,Katharine,Brooklyn,Cobble Hill,40.68844,-73.99142,Private room,70,2,38,2019-05-26,3,0,219.0,1,single
11713,9112240,Charming East Village/ABC City 1 Bedroom Apt,2069753,Jessica,Manhattan,East Village,40.73014,-73.98019,Entire home/apt,185,2,2,2016-09-25,1,0,1192.0,1,single
11757,9145070,Great Deal! Steps to Central Park,3025128,David,Manhattan,Upper West Side,40.77942,-73.97627,Entire home/apt,180,1,43,2016-08-27,1,0,1221.0,1,single
37382,29674265,Stylish studio in the heart of Clinton Hill,777522,Harris,Brooklyn,Clinton Hill,40.68424,-73.96661,Entire home/apt,105,1,3,2019-06-09,1,0,205.0,1,single
36676,29155175,Private Sun-Drenched 1BR Brownstone Apt,11823440,Kisha,Brooklyn,Bedford-Stuyvesant,40.68364,-73.92306,Entire home/apt,129,3,42,2019-07-07,1,233,177.0,1,single
713,262405,Spacious Townhome Apt in Brooklyn,1376778,Wade,Brooklyn,East Flatbush,40.64468,-73.94219,Entire home/apt,92,4,54,2019-06-24,1,27,190.0,1,single
9748,7497370,"Spacious, Cozy Upper East Side Apt",39268020,Lorrin,Manhattan,Upper East Side,40.77673,-73.95078,Private room,100,1,7,2017-04-11,1,0,994.0,1,single
12941,9839017,The new MBnb: No Breakfast. All Business.,3510997,Joe,Manhattan,Harlem,40.82545,-73.94969,Entire home/apt,149,31,24,2019-06-30,1,149,184.0,1,single
8880,6800576,1 BEDROOM IN 3 BEDROOMS APARTMENT,7858210,Maxime,Manhattan,Harlem,40.81456,-73.94159,Private room,65,2,105,2019-06-14,4,180,200.0,1,single
25278,20213659,"MASTER, NEW, PRIVATE BEDROOM, 10 MINS from JFK",107915864,Mina,Queens,Howard Beach,40.66778,-73.85345,Private room,89,1,5,2019-06-19,4,317,195.0,1,single
27462,21636897,Hazel’s Place,157446306,Efe,Brooklyn,Canarsie,40.62834,-73.90506,Private room,70,2,37,2019-07-08,1,67,176.0,1,single
3266,1950311,"Bright, cozy East Williamsburg home",8551260,Hannah,Brooklyn,Williamsburg,40.70604,-73.94457,Entire home/apt,151,5,39,2019-06-18,2,0,196.0,1,single
25512,20419339,Unique and spacious 1BR in Greenpoint Brooklyn,31624246,James,Brooklyn,Greenpoint,40.72037,-73.94624,Entire home/apt,175,2,3,2017-11-05,1,178,786.0,1,single
37755,29909077,Gorgeous Room with private bath in Crown Heights,224892300,Jose,Brooklyn,East Flatbush,40.6614,-73.93867,Private room,110,2,3,2018-12-31,1,176,365.0,1,single
4405,2994478,☆ Central Park - Home Away From Home,2604437,Lane,Manhattan,Upper West Side,40.78504,-73.97959,Private room,110,3,40,2019-05-16,2,113,229.0,1,single
46676,35378679,"Bright, Spacious, Royal Luxury Escape",266333619,Yvonne,Manhattan,Washington Heights,40.85609,-73.93166,Entire home/apt,160,1,3,2019-06-25,1,75,189.0,1,single
2761,1503670,Best location in Brooklyn!,2024924,Lisa,Brooklyn,Park Slope,40.67171,-73.98079,Private room,65,7,58,2019-03-29,2,333,277.0,1,single
29562,22699847,Location and Comfort Matter!,134428157,Johny,Brooklyn,Bedford-Stuyvesant,40.69292,-73.94657,Entire home/apt,150,3,27,2019-06-19,7,319,195.0,2,few
28497,22097438,Cozy Flat - Walk to Central Park,19385850,Jonathan,Manhattan,Upper East Side,40.78281,-73.94516,Entire home/apt,143,2,88,2019-06-25,1,29,189.0,1,single
2568,1331960,ARTSY & CONVENIENT in Williamsburg.,2671491,Savannah,Brooklyn,Bedford-Stuyvesant,40.69811,-73.95557,Entire home/apt,188,3,38,2019-06-30,1,261,184.0,1,single
36637,29130366,Amazing place close to all,960248,Max/Patti,Manhattan,East Harlem,40.79511,-73.9373,Entire home/apt,220,3,21,2019-06-30,1,24,184.0,1,single
13890,10520825,1br Large furnished bedroom in cool Bushwick,54242258,Steven,Brooklyn,Bushwick,40.70206,-73.92964,Private room,48,1,1,2016-10-02,1,0,1185.0,1,single
13157,9937307,Gigantic private room in BedStuy,17543924,Jet,Brooklyn,Bedford-Stuyvesant,40.68608,-73.92987,Private room,50,6,8,2017-07-01,1,0,913.0,1,single
9024,6924942,Perfect Spot while visiting NYC,1325961,Chris,Manhattan,East Harlem,40.79721,-73.94328,Entire home/apt,111,3,6,2017-08-25,2,0,858.0,1,single
197,53137,"Quiet, sunny Midtown Manhattan apt.",240360,Marlaine,Manhattan,Hell's Kitchen,40.76244,-73.99271,Entire home/apt,195,5,10,2019-07-01,1,0,183.0,1,single
5465,3952731,Entire Flat in quiet neighborhood,20435679,Frank,Brooklyn,Windsor Terrace,40.65527,-73.97853,Entire home/apt,138,5,1,2018-09-26,1,0,461.0,1,single
39182,30559544,Cozy Home,195024580,Mikael,Brooklyn,Williamsburg,40.72066,-73.95726,Entire home/apt,150,7,2,2019-03-11,1,8,295.0,1,single
37793,29928630,Punjabi House,225025900,Jas,Queens,Ditmars Steinway,40.77689,-73.9073,Private room,60,1,3,2019-07-05,2,363,179.0,1,single
4756,3367150,"Sunny, spacious, 1BR in Willamsburg",16989237,Aleksandra,Brooklyn,Williamsburg,40.71626,-73.95795,Entire home/apt,158,4,17,2017-07-24,1,0,890.0,1,single
27648,21730366,Coastal Bedroom - Bushwick Luxury Building,157701235,Michael,Brooklyn,Bushwick,40.70034,-73.9284,Private room,75,7,100,2019-06-25,3,25,189.0,1,single
33479,26471867,"Light-Filled 2 BR in Brooklyn, A Perfect Hideaway",4291088,Nïco,Brooklyn,Clinton Hill,40.6955,-73.96446,Entire home/apt,130,1,35,2019-06-30,1,0,184.0,1,single
24648,19808493,Lovely and cozy apartment in Williamsburg,105139019,Giulia,Brooklyn,Williamsburg,40.70948,-73.94814,Private room,90,3,3,2017-08-17,1,0,866.0,1,single
27899,21839021,Bushwick private 10 foot ceiling dwelling,131476075,Lakisha,Brooklyn,Bushwick,40.68637,-73.91159,Private room,53,2,19,2019-01-02,8,177,363.0,4,few
2886,1651595,"Cozy Apartment, 30 min train ride to Times Square!",8759781,Augusto M Gallardo,Queens,Jackson Heights,40.75238,-73.87746,Entire home/apt,110,9,11,2019-06-01,1,362,213.0,1,single
41195,32043671,"Cozy room in Artistic apt in Little Italy, SoHo",240248599,Sapir,Manhattan,Little Italy,40.71918,-73.99536,Private room,125,3,1,2019-04-28,1,1,247.0,1,single
22268,17957663,"Bedroom in huge apartment, Empire State View",1036161,Blake,Brooklyn,Bedford-Stuyvesant,40.68091,-73.95005,Private room,200,1,13,2019-06-23,2,23,191.0,1,single
33152,26158857,Luxury Retreat with Juliette Balcony on Stone St.,4196156,Kristina,Manhattan,Financial District,40.70512,-74.01097,Entire home/apt,200,1,1,2019-07-06,1,16,178.0,1,single
46016,35032803,"Cozy,Shared Place in Heart of Manhattan WEST 4",263880607,Ahmet,Manhattan,Hell's Kitchen,40.76501,-73.98892,Shared room,79,1,2,2019-06-04,7,365,210.0,1,single
2547,1317612,"Sunny Rm #3, Air Conditioner, Park,Express Q train",2478675,Gina,Brooklyn,Flatbush,40.65393,-73.95845,Private room,36,1,173,2019-06-29,5,360,185.0,1,single
43066,33428552,Suite Houston - Free Street Parking & WIFI,219738858,Joe,Manhattan,Lower East Side,40.7204,-73.98371,Entire home/apt,180,30,5,2019-05-08,5,193,237.0,1,single
4427,3013158,Alcove Studio in Downtown Manhattan,15355526,Nattie,Manhattan,Chelsea,40.73893,-73.99464,Entire home/apt,350,2,12,2015-11-02,1,0,1520.0,1,single
15182,12125287,DSGN By Starck/ Washer & Dryer Basket Ball!5149,16098958,Jeremy & Laura,Manhattan,Financial District,40.7035,-74.00713,Entire home/apt,178,30,2,2016-12-31,96,332,1095.0,12,few
15811,12794791,PRIVATE ROON IN NEW YORK MANHATTAN,11725608,Juan,Manhattan,Washington Heights,40.84021,-73.94191,Private room,51,3,68,2019-07-01,2,313,183.0,2,few
25173,20165918,Private Room near LGA,52361698,Johanna,Queens,East Elmhurst,40.76279,-73.87429,Private room,40,1,1,2019-07-02,1,226,182.0,1,single
16662,13327345,Full size bed in Petite room with exposed brick.,75275467,Yaron,Bronx,Port Morris,40.80952,-73.93025,Private room,41,2,57,2019-06-17,4,146,197.0,1,single
35939,28545860,Affordable private queen room in Fresh Meadows,23120620,Jackie,Queens,Flushing,40.73819,-73.81007,Private room,65,1,2,2018-10-14,5,90,443.0,1,single
15802,12781270,Nice and cozy little apt available,69548489,Alba,Bronx,Pelham Gardens,40.86412,-73.84664,Entire home/apt,75,2,92,2019-07-06,1,265,178.0,1,single
38442,30256311,The Hampton,129162333,Mo,Queens,Howard Beach,40.66146,-73.85638,Entire home/apt,207,1,13,2019-06-23,1,346,191.0,1,single
12141,9422573,Private Light-Filled 2-Room Space,248490,Leecia,Brooklyn,Bedford-Stuyvesant,40.68041,-73.93612,Entire home/apt,100,3,83,2019-05-31,2,224,214.0,1,single
2790,1530919,2bd in heart of Soho/Little Italy!,4045167,Manuel,Manhattan,SoHo,40.71908,-73.99976,Entire home/apt,150,1,2,2015-03-18,1,207,1749.0,1,single
7286,5354796,Spacious airy room perfect for two!,13649613,"Rossy,  Carmen And Juan",Bronx,University Heights,40.85535,-73.91388,Private room,57,2,106,2019-06-20,4,82,194.0,1,single
1733,784170,"HUGE, SUNNY ROOM, BLOCK 4RM TRAIN!",430188,Pam,Brooklyn,Williamsburg,40.70719,-73.95228,Private room,100,20,1,2014-06-10,6,214,2030.0,1,single
21063,16703749,Clean and Cozy room in Central Manhattan,30656279,Jill,Manhattan,Hell's Kitchen,40.76738,-73.98565,Private room,61,30,2,2018-09-10,4,121,477.0,1,single
33176,26188309,Master bedroom next to Prospect Park,82359141,Peter,Brooklyn,Park Slope,40.66747,-73.97473,Private room,75,5,1,2018-06-30,1,189,549.0,1,single
37190,29546328,Spacious  convenient room available  immediately!!,222424429,Marta,Manhattan,Washington Heights,40.84701,-73.93949,Private room,38,2,17,2019-04-01,2,73,274.0,1,single
33983,26918753,Sala star sofacama amplio cerca al Aeropuerto.,202350344,Diana Carolina,Queens,East Elmhurst,40.76109,-73.88898,Private room,40,2,32,2019-07-06,2,236,178.0,1,single
22423,18112181,Sunny Williamsburg Studio Overlooking the Park,16970101,Tia,Brooklyn,Williamsburg,40.72128,-73.95547,Entire home/apt,175,2,8,2019-05-25,1,0,220.0,1,single
30481,23593582,Jestina's Place: Private bedroom &  livingroom!,111262060,Jestina,Brooklyn,Flatbush,40.64105,-73.957,Private room,70,1,66,2019-06-09,1,144,205.0,1,single
33696,26694068,Beautiful cozy 3 bedrooms steps from Industry City,199147185,Lou,Brooklyn,Sunset Park,40.66214,-73.99511,Entire home/apt,172,1,34,2019-06-20,5,133,194.0,1,single
23348,18899768,Amazing private room in a 2 Bed/1Bath apartment!,14614795,Antonio,Manhattan,Upper East Side,40.76615,-73.95427,Private room,90,2,1,2017-06-09,1,0,935.0,1,single
31161,24188354,"Large studio in Williamsburg, 2B",49704571,Krzysztof,Brooklyn,Williamsburg,40.71972,-73.94462,Entire home/apt,80,30,5,2019-05-17,8,161,228.0,1,single
10756,8275069,Duplex Upper East side,9597454,Robin,Manhattan,Upper East Side,40.77001,-73.95691,Private room,175,2,3,2016-07-18,1,0,1261.0,1,single
10502,8055508,Private Spring Room in Brownstone Near Subway,40176101,Brady,Brooklyn,Bedford-Stuyvesant,40.68917,-73.92901,Private room,69,1,291,2019-07-01,7,68,183.0,2,few
8185,6311978,LES Private Room in 3BR Apt,4309521,Sarah,Manhattan,Lower East Side,40.71959,-73.98984,Private room,60,1,1,2016-01-05,1,0,1456.0,1,single
32459,25442072,Grand Penthouse loft in Prime Williamsburg,1802807,Lily,Brooklyn,Williamsburg,40.71438,-73.95955,Private room,100,6,6,2019-02-13,2,3,321.0,1,single
34747,27546831,Van Cortlandt Multi-Unit Building,207661442,Marcia,Bronx,Kingsbridge,40.88445,-73.89663,Private room,50,1,1,2019-02-15,1,61,319.0,1,single
19676,15758640,Large unit in Prospect Park area townhouse,5435740,Kim & Rupert,Brooklyn,Prospect-Lefferts Gardens,40.65989,-73.95386,Entire home/apt,99,2,96,2019-05-29,1,0,216.0,1,single
16803,13410813,1 br apartment(3’ to train)+access to coworking,43375242,Gabriela,Queens,Long Island City,40.7537,-73.93186,Entire home/apt,120,3,40,2019-06-30,2,365,184.0,1,single
15509,12445714,Sun kissed 1br Harlem (WHOLE apt),67332509,Nkem,Manhattan,Harlem,40.82579,-73.94324,Entire home/apt,99,1,3,2016-05-29,1,0,1311.0,1,single
7081,5106749,Cozy 1BD near midtown Manhattan,26388856,Kat,Queens,Long Island City,40.7599,-73.9285,Entire home/apt,110,14,35,2019-05-24,1,177,221.0,1,single
41177,32036822,"XL clean room in Manhattan, 1 block from subway!",36323224,Valentina,Manhattan,Washington Heights,40.84669,-73.94028,Private room,55,1,17,2019-07-03,1,30,181.0,1,single
28670,22188609,"SPACIOUS ROOM STEAL, NEAR EVERYTHING MIDTOWN!",155125855,Vicente,Manhattan,Midtown,40.74874,-73.98495,Private room,199,1,9,2018-09-26,3,0,461.0,1,single
47328,35687862,Beautiful 3 bedroom apartment in East Williamsburg,268465931,Sumergida,Brooklyn,Williamsburg,40.7043,-73.94285,Entire home/apt,200,2,1,2019-07-01,1,338,183.0,1,single
3591,2145620,"Bright, Lovely, Private Room in Midtown Manhattan",10949644,Lydia,Manhattan,Midtown,40.75667,-73.96464,Private room,97,3,177,2019-06-28,1,58,186.0,1,single
18052,14138706,"Quirky, art filled Greenpoint  Apartment!",3703456,Brooke,Brooklyn,Greenpoint,40.72488,-73.94085,Entire home/apt,95,1,39,2019-06-23,2,29,191.0,1,single
46932,35493162,Luxury Apartment in Amazing Williamsburg! Sleeps 7,259662705,Elay,Brooklyn,Williamsburg,40.71324,-73.94271,Entire home/apt,184,3,1,2019-06-11,1,217,203.0,1,single
42401,32900798,The Inspired Artist,21967943,Elise,Brooklyn,Bushwick,40.7006,-73.93018,Private room,95,1,6,2019-05-10,1,0,235.0,1,single
38584,30346011,2 Bedroom Apartment in Heart of Chinatown,227691333,Gus,Manhattan,Lower East Side,40.71826,-73.99338,Entire home/apt,125,3,18,2019-06-19,1,20,195.0,1,single
36952,29383018,"Comfort room A in upper west side NY, Columbia",221355351,James,Manhattan,Morningside Heights,40.81548,-73.95931,Private room,80,1,38,2019-06-22,4,57,192.0,1,single
9560,7341077,Classic Lower East Side Apartment,21498479,Cate,Manhattan,East Village,40.72168,-73.98418,Entire home/apt,130,7,2,2015-09-22,1,0,1561.0,1,single
34193,27126270,ENTIRE APARTMENT: BRIGHT & CHARMING- best location,7615002,Paloma,Manhattan,East Village,40.72338,-73.98346,Entire home/apt,100,2,14,2019-07-07,2,5,177.0,1,single
28190,21966351,Stylish Queen Bed Room - Gowanus - Park Slope,159091490,Melissa,Brooklyn,Gowanus,40.6779,-73.98459,Private room,139,1,38,2019-07-07,17,337,177.0,1,single
23376,18916850,Sunny Bedroom in the Heart of Bushwick!!!,44679058,Daniel,Brooklyn,Bushwick,40.69976,-73.9319,Private room,35,2,2,2017-06-28,1,0,916.0,1,single
33410,26401639,Amazing Brooklyn,100565897,Myrna,Brooklyn,Sheepshead Bay,40.60369,-73.94511,Private room,36,7,8,2019-05-17,2,81,228.0,1,single
25610,20501156,H.O.M.E (House of M.D. Experience),146358413,Sandra,Brooklyn,East New York,40.67585,-73.87307,Entire home/apt,65,2,53,2019-06-08,1,2,206.0,1,single
23935,19311153,Studio in Sunny Sanctuary,48891291,Chelsea,Brooklyn,Bushwick,40.70385,-73.92513,Private room,40,2,3,2017-09-24,1,0,828.0,1,single
17746,13926463,Stylish Private Room 3 subway stops to Manhattan,74906838,Priscila,Queens,Long Island City,40.75382,-73.91968,Private room,70,3,90,2019-07-04,1,24,180.0,1,single
40297,31249784,Studio Apartment 6 minutes from JFK Airport,232251881,Lakshmee,Queens,Jamaica,40.66793,-73.78452,Private room,67,1,95,2019-07-05,8,145,179.0,2,few
24303,19569481,Lux Renovated Williamsburg Duplex w/ Private Yard,960013,Zhana And Adam,Brooklyn,Williamsburg,40.71312,-73.94867,Entire home/apt,250,3,31,2019-06-01,1,13,213.0,1,single
22711,18385188,"Brooklyn Modern: Sunny 2BR, Boutique Style",127341412,Melissa,Brooklyn,Gowanus,40.6701,-73.98917,Entire home/apt,173,2,100,2019-07-07,1,18,177.0,1,single
9805,7545274,Charming 1 Bedroom Apt - Midtown East,25846948,Morgan,Manhattan,Upper East Side,40.7631,-73.96393,Entire home/apt,151,3,19,2017-06-26,1,0,918.0,1,single
14780,11685868,"Modern, Sunlit Apartment w/ Balcony",3792156,Sophia,Brooklyn,Bedford-Stuyvesant,40.68795,-73.95203,Entire home/apt,120,1,6,2016-07-31,1,0,1248.0,1,single
23063,18675061,Private Room in beautiful UWS - Great Location!,12033348,Shirley,Manhattan,Upper West Side,40.79978,-73.96797,Private room,70,7,5,2017-07-04,1,0,910.0,1,single
8322,6399885,Beautiful 2bdroom apartmnt,33368633,John,Queens,Forest Hills,40.72391,-73.84407,Entire home/apt,168,3,133,2019-06-07,2,336,207.0,1,single
9273,7087752,Lovely Room in Wonderful Apartment,12602098,Benjamin,Brooklyn,Bedford-Stuyvesant,40.68115,-73.95074,Private room,55,1,2,2015-07-15,1,0,1630.0,1,single
1662,753687,Mitchell Manor,3964655,Nicole,Brooklyn,Bedford-Stuyvesant,40.67958,-73.93687,Entire home/apt,125,3,104,2019-06-24,1,275,190.0,1,single
28693,22193650,Gramercy Getaway,83637,Liana,Manhattan,Gramercy,40.73804,-73.98503,Entire home/apt,500,28,5,2018-04-08,1,173,632.0,1,single
38927,30441504,"Large, Comfortable 2 Bedroom Apartment",157287318,Susan,Manhattan,Kips Bay,40.7413,-73.98145,Entire home/apt,275,30,35,2019-06-24,1,253,190.0,1,single
16594,13282638,Hip & Clean Bushwick Treasure,31753024,Marie-Luisa,Brooklyn,Bushwick,40.69818,-73.91941,Entire home/apt,68,2,4,2016-09-13,1,0,1204.0,1,single
17440,13741194,Williamsburg Oasis,8237570,Akash,Brooklyn,Williamsburg,40.71782,-73.95013,Private room,200,1,5,2019-05-05,2,364,240.0,1,single
17095,13550120,NYC Welcomes You! Beautiful 2 BR-5 min from JFK.,51688993,Taran & Najla,Queens,Jamaica,40.68993,-73.80334,Entire home/apt,174,1,67,2019-06-23,2,340,191.0,1,single
18966,15059292,HUGE ROOM IN CENTER CITY! AMAZING LOCATION!,95205288,Anush,Manhattan,Midtown,40.76276,-73.97652,Private room,110,4,32,2019-06-17,1,167,197.0,1,single
20323,16238779,Spacious Studio Duplex in Heart of Williamsburg!,36382944,Joshua,Brooklyn,Williamsburg,40.7152,-73.9623,Entire home/apt,230,31,2,2018-01-01,1,0,729.0,1,single
35245,27953771,Best Brooklyn location - stylish and comfortable,15102235,Lindsay,Brooklyn,Cobble Hill,40.68643,-73.9976,Entire home/apt,125,4,38,2019-07-05,2,33,179.0,1,single
46589,35335248,"Spacious, bright and modern private room for two.",24802029,Joshua,Manhattan,Harlem,40.82238,-73.95476,Private room,86,2,1,2019-06-23,1,90,191.0,1,single
7786,5905128,European eco-chic in trendy Bklyn 2,28187447,Francis,Brooklyn,Bedford-Stuyvesant,40.68336,-73.91449,Entire home/apt,83,3,57,2019-06-08,2,264,206.0,1,single
41454,32240388,Sonder | Stock Exchange | Classic 1BR + Sofa Bed,219517861,Sonder (NYC),Manhattan,Financial District,40.70722,-74.01023,Entire home/apt,230,2,9,2019-06-10,327,323,204.0,23,few
14156,10885211,Trendy studio btwn Grand Central and Central Park,15651999,Kunjan,Manhattan,Midtown,40.75598,-73.96664,Entire home/apt,135,3,4,2018-09-20,1,0,467.0,1,single
43128,33467176,"Le Chateau Boutique in Le Brooklyn , NY ! Voila !",148725429,Javier,Brooklyn,Bushwick,40.68942,-73.91714,Entire home/apt,99,2,17,2019-07-01,2,300,183.0,1,single
664,251277,Private Bdrm /Bath 1 block Ctrl Prk,1317343,Carol,Manhattan,Upper West Side,40.78558,-73.9726,Private room,140,1,176,2019-06-29,1,300,185.0,1,single
2641,1398609,Perfect home away from home!,7553984,Hannah,Manhattan,Upper East Side,40.76893,-73.95967,Entire home/apt,350,3,53,2018-10-03,1,87,454.0,1,single
2295,1106284,Modern Loft Space on Gramercy Park,2757621,James,Manhattan,Gramercy,40.73708,-73.98455,Entire home/apt,250,4,23,2019-06-30,1,11,184.0,1,single
32535,25504641,New York City Manhattan Midtown Convenient Place,192469172,J,Manhattan,Midtown,40.74342,-73.98207,Entire home/apt,160,1,68,2019-06-22,1,33,192.0,1,single
27697,21752839,Huge Park Slope Loft & Private Garden near Subway,82706379,Julia & Estuardo,Brooklyn,Park Slope,40.67471,-73.98274,Entire home/apt,195,3,47,2019-06-24,1,55,190.0,1,single
963,382524,Cozy room with private bathroom & outside garden,732535,William,Manhattan,Harlem,40.80334,-73.94805,Private room,180,3,14,2019-04-04,3,348,271.0,1,single
42909,33317478,Luxury redefined: Splendid sleep in the skies,15822432,May,Manhattan,Hell's Kitchen,40.75908,-73.9938,Entire home/apt,395,5,4,2019-07-06,1,167,178.0,1,single
38410,30235482,*Groovy Budget room for the traveler!,226339724,David And Annette,Brooklyn,Bedford-Stuyvesant,40.68052,-73.91216,Private room,45,2,5,2019-07-05,10,362,179.0,3,few
